District_Name,SCHOOL,Gender,2011 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points,%21-25 Points,2012 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points,%21-25 Points,2013 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points,2014 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points,2015 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points
KAMULI  ,"STANDARD COLLEGE,BUWAGI",FEMALE,,0,0,0,0,0,,0,0,0,0,0,8,25,75,0,0,3,33.3,66.7,0,0,3,66.7,0,33.3,0
KAMULI  ,,MALE,,0,0,0,0,0,,0,0,0,0,0,14,71.4,28.6,0,0,10,60,40,0,0,16,71.3,25,0,0
KAMULI Total,,,606,25.4,45.2,21.9,7.1,0.3,679,32.5,44.8,18.1,4.1,0.4,1654,54.5,35.9,8.8,0.7,604,49.7,32.5,15.4,2.5,606,40.5,42.9,11.1,0.3
KAPCHORWA,GAMATUI GIRLS' SCHOOL,FEMALE,36,13.9,38.9,44.4,2.8,0,39,15.4,43.6,35.9,5.1,0,88,38.6,47.7,11.4,2.3,22,27.3,40.9,27.3,4.5,20,5,55,40,0
KAPCHORWA,,MALE,,0,0,0,0,0,,0,0,0,0,0,70,74.3,25.7,0,0,,0,0,0,0,,0,0,0,0
KAPCHORWA,KAPCHORWA PARENTS SECONDARY SCHOOL,FEMALE,17,35.3,41.2,23.5,0,0,23,26.1,60.9,8.7,4.3,0,40,60,30,10,0,16,37.5,50,6.3,6.3,12,50,33.3,16.7,0
KAPCHORWA,,MALE,15,26.7,53.3,20,0,0,30,43.3,36.7,16.7,3.3,0,56,64.3,32.1,3.6,0,33,36.4,54.5,9.1,0,16,12.5,81.3,6.3,0
KAPCHORWA,KAPCHORWA SECONDARY SCHOOL,FEMALE,31,35.5,61.3,3.2,0,0,25,52,48,0,0,0,72,77.8,19.4,2.8,0,41,51.2,41.5,7.3,0,22,65.2,18.2,4.5,0
KAPCHORWA,,MALE,80,48.8,42.5,7.5,1.3,0,72,55.6,31.9,11.1,1.4,0,214,73.8,24.3,1.9,0,100,59,35,6,0,69,63.3,29,1.4,0
KAPCHORWA,KASEREM SECONDARY SCHOOL,FEMALE,4,75,0,25,0,0,10,60,20,20,0,0,22,100,0,0,0,8,75,12.5,0,12.5,3,33.3,33.3,33.3,0
KAPCHORWA,,MALE,30,56.7,30,10,3.3,0,50,54,34,12,0,0,140,85.7,10,4.3,0,23,65.2,34.8,0,0,28,55,32.1,0,0
KAPCHORWA,"SEBEI COLLEGE,TEGERES",FEMALE,53,9.4,47.2,30.2,13.2,0,50,8,50,30,12,0,86,25.6,51.2,23.3,0,45,8.9,55.6,33.3,2.2,30,13.3,43.3,40,3.3
KAPCHORWA,,MALE,88,14.8,38.6,38.6,6.8,1.1,81,8.6,48.1,34.6,8.6,0,130,16.9,60,23.1,0,36,16.7,47.2,30.6,5.6,41,10.6,48.8,31.7,2.4
KAPCHORWA,SIPI SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,11,63.6,18.2,18.2,0,11,27.3,72.7,0,0
KAPCHORWA,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,33,63.6,36.4,0,0,32,68.7,25,3.1,0
KAPCHORWA,"TOWNVIEW SECONDARY SCHOOL,KAPCHORWA",FEMALE,48,39.6,54.2,4.2,2.1,0,37,24.3,45.9,27,2.7,0,76,71.1,28.9,0,0,35,54.3,42.9,2.9,0,26,58.6,34.6,0,0
KAPCHORWA,,MALE,58,34.5,46.6,17.2,1.7,0,71,28.2,49.3,21.1,1.4,0,134,62.7,32.8,4.5,0,64,67.2,28.1,4.7,0,49,45,36.7,4.1,0
KAPCHORWA Total,,,460,30.9,44.1,20.9,3.9,0.2,488,30.9,43.4,21.5,4.1,0,1128,60.6,31.7,7.4,0.2,467,48.2,39.6,10.9,1.3,359,42.7,38.4,11.7,0.6
MUKONO,"AGALYAWAMU HIGH SCHOOL,KASAWO",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,5,40,60,0,0,3,0,100,0,0
MUKONO,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,9,44.4,44.4,11.1,0,7,28.6,71.4,0,0
MUKONO,"B.L.K. MUWONGE SECONDARY SCHOOL,NTUNDA",FEMALE,15,20,26.7,46.7,6.7,0,14,14.3,57.1,21.4,7.1,0,28,35.7,50,14.3,0,9,22.2,44.4,33.3,0,9,11.1,33.3,44.4,11.1
MUKONO,,MALE,16,18.8,25,37.5,18.8,0,26,3.8,30.8,42.3,19.2,3.8,56,25,42.9,32.1,0,12,16.7,58.3,25,0,9,22.2,55.6,22.2,0
MUKONO,"BISHOP CYPRIAN HIGH SCHOOL,KYABAKADDE",FEMALE,29,3.4,3.4,37.9,51.7,3.4,29,0,6.9,37.9,48.3,6.9,64,0,31.3,59.4,9.4,49,2,16.3,44.9,36.7,63,0,28.6,61.9,9.5
MUKONO,,MALE,31,0,9.7,22.6,45.2,22.6,24,0,12.5,29.2,45.8,12.5,96,2.1,14.6,60.4,22.9,37,0,8.1,54.1,37.8,40,2.5,32.5,55,10
MUKONO,"BISHOP'S SENIOR SCHOOL,MUKONO",FEMALE,120,2.5,15,35,39.2,8.3,110,0.9,10.9,49.1,31.8,7.3,318,22,46.5,28.9,2.5,134,6,42.5,43.3,8.2,151,17.2,50.3,31.1,1.3
MUKONO,,MALE,164,1.2,22,41.5,29.3,6.1,144,0,9,48.6,33.3,9,402,15.9,45.3,30.3,8.5,163,15.3,33.7,38,12.9,173,14.1,51.4,28.3,5.2
MUKONO,"BRIGHT SECONDARY SCHOOL,SEETA",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,5,0,40,60,0,12,33.3,58.3,8.3,0
MUKONO,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,7,42.9,28.6,28.6,0,24,31.5,45.8,20.8,0
MUKONO,BUKERERE COLLEGE SCHOOL,FEMALE,19,31.6,36.8,31.6,0,0,13,30.8,69.2,0,0,0,12,83.3,16.7,0,0,10,100,0,0,0,,0,0,0,0
MUKONO,,MALE,20,30,45,25,0,0,9,11.1,55.6,33.3,0,0,26,69.2,15.4,7.7,7.7,9,77.8,22.2,0,0,,0,0,0,0
MUKONO,"CENTRAL COLLEGE,KABIMBIRI",FEMALE,27,44.4,44.4,7.4,3.7,0,12,8.3,75,16.7,0,0,36,33.3,50,16.7,0,25,48,36,16,0,26,31.6,53.8,11.5,0
MUKONO,,MALE,29,31,55.2,10.3,3.4,0,22,31.8,54.5,13.6,0,0,58,69,24.1,6.9,0,43,41.9,41.9,16.3,0,34,21.1,70.6,5.9,0
MUKONO,"CENTRAL VIEW HIGH SCHOOL,MUKONO",FEMALE,9,44.4,33.3,22.2,0,0,11,63.6,9.1,27.3,0,0,24,33.3,58.3,8.3,0,12,25,50,16.7,8.3,21,26.4,66.7,0,0
MUKONO,,MALE,12,41.7,41.7,16.7,0,0,11,36.4,45.5,18.2,0,0,32,18.8,50,25,6.3,18,38.9,50,11.1,0,20,54.3,25,5,0
MUKONO,"COUNTRYSIDE COLLEGE,MUKONO",FEMALE,19,5.3,26.3,57.9,10.5,0,20,10,45,30,15,0,60,30,43.3,26.7,0,28,17.9,50,28.6,3.6,35,33.3,54.3,5.7,0
MUKONO,,MALE,32,15.6,25,40.6,18.8,0,40,7.5,37.5,40,10,5,92,28.3,56.5,13,2.2,57,26.3,36.8,33.3,3.5,52,36.5,50,9.6,3.8
MUKONO,"DYNAMIC SECONDARY SCHOOL,SSONDE",FEMALE,55,49.1,38.2,10.9,1.8,0,47,55.3,42.6,2.1,0,0,180,73.3,20,6.7,0,59,66.1,30.5,3.4,0,60,71.2,21.7,0,0
MUKONO,,MALE,84,51.2,39.3,8.3,1.2,0,71,57.7,31,11.3,0,0,198,59.6,34.3,6.1,0,89,60.7,33.7,4.5,1.1,90,68,18.9,1.1,0
MUKONO,EAST COLLEGE SCHOOL LUMULI-SEETA,FEMALE,,0,0,0,0,0,5,60,40,0,0,0,6,66.7,33.3,0,0,7,85.7,14.3,0,0,7,61.1,28.6,0,0
MUKONO,,MALE,,0,0,0,0,0,7,14.3,71.4,14.3,0,0,28,64.3,28.6,7.1,0,6,50,50,0,0,12,47.3,25,8.3,0
MUKONO,EURO BRIGHT HIGH SCHOOL,FEMALE,,0,0,0,0,0,9,22.2,66.7,0,11.1,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
MUKONO,,MALE,,0,0,0,0,0,15,53.3,33.3,13.3,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
MUKONO,"EXCEL SECONDARY SCHOOL,MUKONO",FEMALE,41,17.1,39,31.7,9.8,2.4,53,26.4,45.3,28.3,0,0,66,57.6,33.3,9.1,0,45,37.8,42.2,17.8,2.2,19,48.3,42.1,0,0
MUKONO,,MALE,27,14.8,37,33.3,14.8,0,54,18.5,44.4,22.2,13,1.9,76,39.5,34.2,26.3,0,46,54.3,34.8,10.9,0,24,55,33.3,4.2,0
MUKONO,"FAIRLAND HIGH SCHOOL,MUKONO",FEMALE,14,42.9,42.9,14.3,0,0,18,38.9,38.9,22.2,0,0,22,63.6,36.4,0,0,30,70,30,0,0,10,51.1,40,0,0
MUKONO,,MALE,22,45.5,40.9,13.6,0,0,17,64.7,29.4,5.9,0,0,44,72.7,18.2,9.1,0,14,28.6,57.1,14.3,0,17,49.7,29.4,5.9,0
MUKONO,"FAIRMONT HIGH SCHOOL,MUKONO",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,19,26.3,52.6,21.1,0,24,27.3,50,20.8,0
MUKONO,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,12,41.7,50,8.3,0,6,38.9,50,0,0
MUKONO,"FAITH HIGH SCHOOL,SONDE",FEMALE,23,4.3,52.2,30.4,13,0,37,27,45.9,21.6,5.4,0,62,29,51.6,19.4,0,50,52,28,20,0,29,24.1,51.7,24.1,0
MUKONO,,MALE,32,6.3,50,34.4,9.4,0,37,8.1,48.6,35.1,8.1,0,50,32,56,12,0,48,41.7,31.3,18.8,8.3,25,25,44,20,4
MUKONO,"FOREST HILL COLLEGE,MUKONO",FEMALE,18,27.8,33.3,33.3,5.6,0,26,7.7,34.6,46.2,11.5,0,82,12.2,56.1,29.3,2.4,46,8.7,52.2,37,2.2,29,27.6,48.3,20.7,3.4
MUKONO,,MALE,25,24,48,20,8,0,27,14.8,29.6,44.4,11.1,0,118,15.3,52.5,30.5,1.7,37,8.1,37.8,43.2,10.8,30,20.4,53.3,20,3.3
MUKONO,GOD MARK HIGH SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,2,100,0,0,0,41,55.6,34.1,7.3,2.4
MUKONO,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,10,30,60,10,0,49,49.6,40.8,8.2,0
MUKONO,"GREENVILLE HIGH SCHOOL,MUKONO",FEMALE,47,17,46.8,21.3,12.8,2.1,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
MUKONO,,MALE,64,10.9,37.5,39.1,9.4,3.1,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
MUKONO,"HELM SECONDARY SCHOOL,KISOGA",FEMALE,14,0,35.7,35.7,28.6,0,15,0,46.7,40,6.7,6.7,12,16.7,50,33.3,0,16,43.8,31.3,18.8,6.3,7,57.1,14.3,28.6,0
MUKONO,,MALE,17,5.9,35.3,35.3,23.5,0,27,11.1,33.3,44.4,11.1,0,16,12.5,50,37.5,0,20,35,35,30,0,16,14.6,75,0,0
MUKONO,"HILTON HIGH SCHOOL,MUKONO",FEMALE,155,5.2,43.2,36.8,12.9,1.9,163,3.7,38,38,19,1.2,272,10.3,36,44.1,9.6,141,5.7,42.6,37.6,14.2,117,18.1,48.7,29.9,2.6
MUKONO,,MALE,201,4,28.9,37.8,25.4,4,200,7.5,24,39,24,5.5,372,11.8,36,40.9,11.3,163,5.5,33.7,45.4,15.3,135,13.3,50.4,31.9,4.4
MUKONO,KAMDA COMMUNITY SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,14,57.1,28.6,14.3,0,1,100,0,0,0,1,100,0,0,0
MUKONO,,MALE,,0,0,0,0,0,,0,0,0,0,0,16,50,37.5,12.5,0,9,11.1,77.8,11.1,0,13,36,53.8,0,0
MUKONO,KASANA VOCATIONAL SECONDARY SCHOOL,FEMALE,15,66.7,26.7,6.7,0,0,12,25,58.3,16.7,0,0,18,55.6,22.2,11.1,11.1,14,35.7,50,14.3,0,9,22.2,66.7,11.1,0
MUKONO,,MALE,34,41.2,44.1,11.8,2.9,0,24,37.5,45.8,16.7,0,0,62,41.9,45.2,12.9,0,10,50,50,0,0,14,50,50,0,0
MUKONO,KASAWO ISLAMIC SCHOOL,FEMALE,10,20,50,30,0,0,9,22.2,44.4,33.3,0,0,30,66.7,13.3,20,0,36,25,36.1,38.9,0,35,31.4,51.4,14.3,2.9
MUKONO,,MALE,19,10.5,21.1,52.6,15.8,0,29,27.6,41.4,27.6,3.4,0,50,32,56,12,0,23,30.4,26.1,34.8,8.7,48,33,54.2,8.3,0
MUKONO,KASAWO SECONDARY SCHOOL,FEMALE,36,8.3,36.1,38.9,16.7,0,41,2.4,41.5,43.9,12.2,0,94,34,48.9,17,0,24,25,50,25,0,40,20,45,30,5
MUKONO,,MALE,84,8.3,31,31,27.4,2.4,86,4.7,46.5,32.6,14,2.3,106,28.3,37.7,26.4,7.5,69,18.8,52.2,21.7,7.2,68,22.1,47.1,27.9,2.9
MUKONO,"KASULE MEMORIAL HIGH SCHOOL,MUKONO",FEMALE,23,47.8,39.1,13,0,0,24,20.8,37.5,33.3,8.3,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
MUKONO,,MALE,21,28.6,52.4,19,0,0,23,34.8,39.1,17.4,8.7,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
MUKONO,KAYINI BRIGHT COLLEGE SCHOOL,FEMALE,13,38.5,38.5,23.1,0,0,8,100,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
MUKONO,,MALE,8,12.5,62.5,25,0,0,14,100,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
MUKONO,KISOWERA SECONDARY SCHOOL,FEMALE,15,6.7,6.7,60,20,6.7,27,7.4,66.7,18.5,7.4,0,60,13.3,46.7,36.7,3.3,27,11.1,48.1,29.6,11.1,23,26.1,52.2,21.7,0
MUKONO,,MALE,19,10.5,31.6,36.8,21.1,0,30,3.3,30,33.3,33.3,0,74,21.6,54.1,24.3,0,26,19.2,57.7,19.2,3.8,34,24.1,55.9,17.6,0
MUKONO,KKOME SEED SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,2,0,100,0,0,3,0,66.7,33.3,0
MUKONO,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,16,25,68.8,6.3,0,2,0,100,0,0
MUKONO,"LIGHT COLLEGE,MUKONO",FEMALE,50,26,40,26,8,0,58,22.4,43.1,20.7,13.8,0,122,54.1,27.9,18,0,73,43.8,39.7,16.4,0,57,17.5,59.6,19.3,3.5
MUKONO,,MALE,54,22.2,44.4,27.8,5.6,0,89,24.7,40.4,25.8,7.9,1.1,116,44.8,43.1,12.1,0,53,26.4,39.6,22.6,11.3,45,24.4,46.7,28.9,0
MUKONO,"LORRETOH SECONDARY SCHOOL,MUKONO",FEMALE,,0,0,0,0,0,14,42.9,57.1,0,0,0,18,66.7,33.3,0,0,15,46.7,40,13.3,0,12,28.4,58.3,0,0
MUKONO,,MALE,,0,0,0,0,0,29,27.6,58.6,13.8,0,0,40,75,25,0,0,23,78.3,17.4,0,4.3,17,60.7,29.4,0,0
MUKONO,LUTENGO UNITED SECONDARY SCHOOL,FEMALE,13,15.4,38.5,30.8,15.4,0,11,36.4,45.5,18.2,0,0,20,20,60,20,0,15,66.7,13.3,20,0,10,20,70,10,0
MUKONO,,MALE,7,28.6,42.9,14.3,14.3,0,13,7.7,69.2,23.1,0,0,36,38.9,50,5.6,5.6,18,61.1,38.9,0,0,18,27.8,55.6,16.7,0
MUKONO,"MANHATTAN SS,KIYUNGA MUKONO",FEMALE,7,14.3,0,42.9,42.9,0,3,66.7,33.3,0,0,0,12,50,50,0,0,5,80,20,0,0,4,25,75,0,0
MUKONO,,MALE,4,25,0,50,0,25,8,50,12.5,25,12.5,0,10,20,40,40,0,5,20,40,20,20,6,33.3,50,16.7,0
MUKONO,MBALALA SECONDARY SCHOOL,FEMALE,30,10,43.3,33.3,13.3,0,47,8.5,51.1,34,6.4,0,92,23.9,52.2,19.6,4.3,36,5.6,63.9,27.8,2.8,41,13.4,41.5,39,0
MUKONO,,MALE,43,25.6,32.6,32.6,9.3,0,55,25.5,29.1,32.7,12.7,0,104,21.2,57.7,19.2,1.9,30,20,30,40,10,43,7,62.8,30.2,0
MUKONO,MPOMA BOYS' SECONDARY SCHOOL,MALE,39,12.8,25.6,41,20.5,0,31,9.7,38.7,38.7,12.9,0,84,23.8,45.2,28.6,2.4,56,25,39.3,32.1,3.6,29,21.1,55.2,20.7,0
MUKONO,MPOMA ROYAL COLLEGE, ,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,1,100,0,0,0
MUKONO,,FEMALE,43,14,32.6,37.2,16.3,0,57,5.3,26.3,45.6,22.8,0,60,20,63.3,16.7,0,72,12.5,55.6,27.8,4.2,55,16.7,52.7,25.5,3.6
MUKONO,,MALE,21,14.3,42.9,38.1,4.8,0,46,8.7,30.4,45.7,13,2.2,72,11.1,50,36.1,2.8,64,15.6,34.4,46.9,3.1,45,24.4,60,13.3,2.2
MUKONO,MPOMA SCHOOL,FEMALE,97,5.2,20.6,46.4,21.6,6.2,110,3.6,26.4,47.3,20,2.7,164,7.3,30.5,42.7,19.5,102,13.7,46.1,34.3,5.9,98,9.2,57.1,32.7,1
MUKONO,,MALE,,0,0,0,0,0,,0,0,0,0,0,2,0,0,100,0,,0,0,0,0,,0,0,0,0
MUKONO,"MT.ST.HENRY'S HIGH SCHOOL,MUKONO",FEMALE,42,14.3,50,19,16.7,0,67,13.4,37.3,44.8,3,1.5,166,27.7,50.6,21.7,0,71,14.1,36.6,47.9,1.4,65,14.1,47.7,35.4,1.5
MUKONO,,MALE,45,17.8,42.2,20,15.6,4.4,98,10.2,43.9,36.7,8.2,1,134,17.9,49.3,32.8,0,85,14.1,30.6,47.1,8.2,70,11.9,51.4,31.4,2.9
MUKONO,"MT.ST.MARY'S,NAMAGUNGA",FEMALE,95,0,0,7.4,60,32.6,69,0,1.4,5.8,56.5,36.2,178,0,2.2,39.3,58.4,89,0,1.1,30.3,68.5,96,0,8.3,62.5,29.2
MUKONO,MUBANDA SECONDARY SCHOOL,FEMALE,9,44.4,22.2,33.3,0,0,5,20,40,40,0,0,22,63.6,18.2,18.2,0,8,25,50,25,0,19,36.8,52.6,10.5,0
MUKONO,,MALE,6,16.7,83.3,0,0,0,5,20,0,80,0,0,50,60,40,0,0,13,30.8,53.8,15.4,0,19,48.4,36.8,10.5,0
MUKONO,MUKONO COLLEGE SCHOOL,FEMALE,11,0,54.5,36.4,9.1,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
MUKONO,,MALE,11,0,27.3,54.5,18.2,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
MUKONO,MUKONO COMPREHENSIVE SECONDARY SCHOOL, ,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,1,100,0,0,0
MUKONO,,FEMALE,,0,0,0,0,0,27,22.2,74.1,3.7,0,0,20,70,20,10,0,20,30,60,10,0,18,16.7,72.2,11.1,0
MUKONO,,MALE,,0,0,0,0,0,21,42.9,28.6,19,9.5,0,46,34.8,39.1,26.1,0,19,31.6,47.4,21.1,0,17,35.3,35.3,23.5,5.9
MUKONO,MUKONO HALL,FEMALE,6,50,16.7,16.7,16.7,0,24,33.3,45.8,20.8,0,0,56,46.4,35.7,17.9,0,13,38.5,46.2,15.4,0,17,47.1,29.4,23.5,0
MUKONO,,MALE,19,31.6,52.6,10.5,5.3,0,35,25.7,40,28.6,5.7,0,78,28.2,53.8,15.4,2.6,37,24.3,59.5,13.5,2.7,29,24.6,48.3,20.7,3.4
MUKONO,MUKONO HIGH SCHOOL,FEMALE,41,22,48.8,24.4,4.9,0,46,30.4,45.7,19.6,4.3,0,120,26.7,55,16.7,1.7,58,17.2,43.1,31,8.6,57,12.6,64.9,21.1,0
MUKONO,,MALE,39,12.8,56.4,23.1,5.1,2.6,55,29.1,56.4,10.9,3.6,0,134,34.3,43.3,22.4,0,54,13,48.1,35.2,3.7,72,12.8,54.2,31.9,0
MUKONO,MUKONO HILLSIDE COLLEGE SCHOOL,FEMALE,29,17.2,55.2,20.7,6.9,0,24,8.3,33.3,50,8.3,0,58,41.4,37.9,20.7,0,22,36.4,40.9,22.7,0,16,56.3,37.5,6.3,0
MUKONO,,MALE,46,8.7,50,37,4.3,0,23,4.3,56.5,34.8,0,4.3,48,54.2,41.7,4.2,0,29,51.7,27.6,20.7,0,11,27.3,45.5,18.2,9.1
MUKONO,MUKONO KING'S HIGH SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,17,41.2,58.8,0,0
MUKONO,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,22,54.5,36.4,9.1,0
MUKONO,MUKONO PARENTS HIGH SCHOOL,FEMALE,72,12.5,38.9,40.3,8.3,0,88,13.6,43.2,34.1,9.1,0,104,26.9,38.5,32.7,1.9,74,17.6,40.5,39.2,2.7,43,19.1,65.1,11.6,0
MUKONO,,MALE,88,6.8,37.5,37.5,15.9,2.3,96,7.3,40.6,37.5,13.5,1,148,23,51.4,25.7,0,98,25.5,44.9,25.5,4.1,45,29.1,46.7,20,2.2
MUKONO,MUKONO TOWN ACADEMY,FEMALE,22,0,36.4,45.5,18.2,0,20,10,20,40,15,15,18,0,77.8,22.2,0,,0,0,0,0,,0,0,0,0
MUKONO,,MALE,21,14.3,42.9,38.1,4.8,0,21,4.8,28.6,33.3,33.3,0,12,16.7,50,33.3,0,,0,0,0,0,,0,0,0,0
MUKONO,"NADDUNGA SECONDARY SCHOOL,NAKIFUMA",FEMALE,20,5,65,25,5,0,15,26.7,46.7,26.7,0,0,22,27.3,45.5,27.3,0,14,21.4,50,28.6,0,14,42.9,28.6,21.4,7.1
MUKONO,,MALE,14,14.3,28.6,42.9,14.3,0,15,13.3,33.3,26.7,26.7,0,28,42.9,35.7,21.4,0,16,31.3,43.8,18.8,6.3,23,32.5,43.5,17.4,0
MUKONO,NAGGALAMA ISLAMIC INSTITUTE,FEMALE,29,27.6,41.4,27.6,3.4,0,24,12.5,45.8,37.5,4.2,0,,0,0,0,0,16,0,62.5,18.8,18.8,25,0,60,40,0
MUKONO,,MALE,37,21.6,54.1,16.2,8.1,0,37,0,48.6,40.5,10.8,0,,0,0,0,0,13,0,61.5,38.5,0,22,23.6,54.5,18.2,0
MUKONO,NAGGALAMA SECONDARY SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,14,0,71.4,28.6,0
MUKONO,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,25,50,25,0
MUKONO,NAKANYONYI SECONDARY SCHOOL,FEMALE,12,25,50,16.7,8.3,0,12,16.7,33.3,50,0,0,30,13.3,46.7,40,0,10,10,40,50,0,10,0,60,40,0
MUKONO,,MALE,25,24,64,12,0,0,18,5.6,44.4,38.9,11.1,0,38,21.1,63.2,15.8,0,16,6.3,25,50,18.8,15,6.7,53.3,33.3,6.7
MUKONO,NAKIFUMA HIGH SCHOOL,FEMALE,12,16.7,58.3,25,0,0,10,20,50,20,10,0,48,41.7,54.2,4.2,0,29,31,34.5,31,3.4,21,29.4,52.4,14.3,0
MUKONO,,MALE,13,15.4,53.8,30.8,0,0,11,18.2,45.5,27.3,9.1,0,44,50,45.5,4.5,0,37,37.8,35.1,21.6,5.4,28,53.6,35.7,10.7,0
MUKONO,NAKIFUMA MODERN SECONDARY SCHOOL,FEMALE,11,18.2,36.4,45.5,0,0,11,9.1,45.5,45.5,0,0,22,18.2,36.4,45.5,0,23,30.4,60.9,8.7,0,21,34.5,42.9,14.3,4.8
MUKONO,,MALE,12,8.3,41.7,41.7,8.3,0,9,0,66.7,11.1,22.2,0,30,26.7,53.3,13.3,6.7,8,37.5,62.5,0,0,12,16.7,66.7,16.7,0
MUKONO,NAMAKWA SECONDARY SCHOOL,FEMALE,3,0,66.7,0,33.3,0,23,8.7,47.8,26.1,17.4,0,20,10,50,30,10,20,15,50,20,15,21,26.1,57.1,9.5,0
MUKONO,,MALE,15,13.3,40,40,6.7,0,16,18.8,56.3,25,0,0,34,29.4,41.2,29.4,0,11,18.2,54.5,27.3,0,18,16.7,55.6,22.2,5.6
MUKONO,NAMASUMBI SECONDARY SCHOOL,FEMALE,24,33.3,33.3,29.2,4.2,0,21,28.6,33.3,38.1,0,0,30,60,33.3,6.7,0,22,50,31.8,18.2,0,12,0,83.3,16.7,0
MUKONO,,MALE,15,40,33.3,26.7,0,0,21,38.1,42.9,19,0,0,54,33.3,55.6,11.1,0,18,27.8,38.9,33.3,0,16,37.5,56.3,6.3,0
MUKONO,NAMILYANGO COLLEGE,MALE,90,1.1,1.1,6.7,48.9,42.2,104,1.9,1,22.1,40.4,34.6,246,0,9.8,52.8,37.4,86,1.2,8.1,24.4,66.3,142,1.4,7.7,58.5,32.4
MUKONO,NAMIRYANGO HIGH SCHOOL,FEMALE,16,12.5,12.5,37.5,31.3,6.3,16,0,18.8,56.3,18.8,6.3,28,50,35.7,14.3,0,17,11.8,58.8,29.4,0,11,1.1,81.8,9.1,0
MUKONO,,MALE,15,6.7,20,33.3,33.3,6.7,14,7.1,35.7,21.4,21.4,14.3,34,41.2,35.3,23.5,0,21,19,42.9,23.8,14.3,11,18.2,36.4,45.5,0
MUKONO,NAMIRYANGO SECONDARY SCHOOL,FEMALE,77,1.3,7.8,37.7,41.6,11.7,116,4.3,19.8,30.2,35.3,10.3,184,0,29.3,60.9,9.8,74,4.1,27,50,18.9,64,14.1,48.4,35.9,1.6
MUKONO,,MALE,102,0,14.7,33.3,38.2,13.7,100,2,22,37,28,11,122,0,41,47.5,11.5,57,5.3,28.1,47.4,19.3,61,8.2,39.3,42.6,9.8
MUKONO,NAMUGANGA SECONDARY SCHOOL,FEMALE,11,36.4,18.2,45.5,0,0,,0,0,0,0,0,12,33.3,50,16.7,0,5,60,40,0,0,9,16.5,44.4,22.2,0
MUKONO,,MALE,11,45.5,45.5,9.1,0,0,,0,0,0,0,0,20,20,30,40,10,8,37.5,62.5,0,0,7,61.5,14.3,0,0
MUKONO,"NILE HIGH SCHOOL,MUKONO",FEMALE,64,10.9,31.3,42.2,14.1,1.6,45,8.9,31.1,46.7,13.3,0,126,28.6,49.2,17.5,4.8,42,23.8,45.2,26.2,4.8,52,14.1,71.2,11.5,0
MUKONO,,MALE,62,11.3,35.5,46.8,6.5,0,56,7.1,32.1,46.4,12.5,1.8,126,25.4,50.8,22.2,1.6,47,12.8,63.8,19.1,4.3,51,20.8,41.2,27.5,3.9
